,TARGET,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
2689,1,35,1,Среднее,Состою в браке,2,2,1,0,Чувашия,Чувашия,0,0,от 10000 до 20000 руб.,10000.0,1,0
2690,0,49,1,Среднее,Состою в браке,1,0,1,0,Нижегородская область,Нижегородская область,0,0,от 5000 до 10000 руб.,7000.0,1,1
2691,0,31,1,Высшее,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,18000.0,2,1
2692,0,56,1,Среднее специальное,Состою в браке,0,0,1,0,Брянская область,Брянская область,1,0,от 10000 до 20000 руб.,5000.0,1,0
2693,0,48,0,Среднее специальное,Состою в браке,1,1,1,0,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
2694,1,42,1,Среднее специальное,Разведен(а),1,1,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,5000.0,1,0
2695,0,42,1,Среднее,Состою в браке,3,2,1,0,Пензенская область,Пензенская область,1,0,от 10000 до 20000 руб.,10000.0,1,0
2696,0,38,0,Высшее,Состою в браке,2,2,1,0,Брянская область,Брянская область,0,0,от 20000 до 50000 руб.,20000.0,1,1
2697,0,32,0,Среднее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,15000.0,1,0
2698,0,53,1,Высшее,Не состоял в браке,2,0,1,0,Челябинская область,Челябинская область,1,1,от 20000 до 50000 руб.,25000.0,1,0
2699,1,44,1,Высшее,Не состоял в браке,0,0,1,0,Самарская область,Самарская область,1,0,от 20000 до 50000 руб.,40000.0,1,0
2700,0,42,1,Среднее специальное,Состою в браке,2,1,1,0,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,6500.0,1,0
2701,0,39,1,Среднее специальное,Состою в браке,1,1,1,0,Вологодская область,Вологодская область,0,0,от 10000 до 20000 руб.,7000.0,1,0
2702,0,33,0,Среднее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,12500.0,1,0
2703,1,27,1,Среднее специальное,Состою в браке,2,2,1,0,Самарская область,Самарская область,1,0,от 10000 до 20000 руб.,6500.0,1,1
2704,0,44,1,Среднее,Состою в браке,1,0,1,0,Новосибирская область,Новосибирская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
2705,0,49,1,Среднее специальное,Состою в браке,3,0,1,0,Карелия,Карелия,1,0,от 20000 до 50000 руб.,8000.0,1,0
2706,0,24,0,Среднее специальное,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,0,1,от 10000 до 20000 руб.,15000.0,1,0
2707,0,51,1,Среднее специальное,Состою в браке,1,1,1,0,Кировская область,Кировская область,1,0,от 10000 до 20000 руб.,7500.0,1,0
2708,0,41,0,Высшее,Не состоял в браке,1,1,1,0,Татарстан,Татарстан,1,0,от 20000 до 50000 руб.,30000.0,2,2
2709,0,29,1,Среднее специальное,Состою в браке,1,1,1,0,Читинская область,Читинская область,0,0,от 10000 до 20000 руб.,10000.0,2,1
2710,0,30,0,Среднее специальное,Состою в браке,1,2,1,0,Кемеровская область,Кемеровская область,0,1,от 10000 до 20000 руб.,17000.0,1,0
2711,0,36,1,Среднее специальное,Не состоял в браке,1,1,1,0,Свердловская область,Свердловская область,1,0,от 10000 до 20000 руб.,9000.0,1,1
2712,0,54,0,Высшее,Состою в браке,3,1,1,0,Московская область,Московская область,0,0,от 20000 до 50000 руб.,22000.0,1,0
2713,1,30,0,Среднее специальное,Состою в браке,2,3,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,12000.0,2,0
2714,0,44,0,Среднее специальное,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,11000.0,1,0
2715,0,27,1,Высшее,Состою в браке,0,0,1,0,Владимирская область,Владимирская область,0,1,от 20000 до 50000 руб.,18000.0,1,0
2716,1,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,Московская область,Московская область,1,0,от 10000 до 20000 руб.,20000.0,1,1
2717,0,36,1,Среднее специальное,Состою в браке,1,1,1,0,Смоленская область,Смоленская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
2718,1,29,1,Среднее специальное,Не состоял в браке,1,1,1,0,Воронежская область,Воронежская область,0,0,от 10000 до 20000 руб.,3800.0,1,0
2719,0,28,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Бурятия,Бурятия,1,0,от 5000 до 10000 руб.,9000.0,1,0
2720,0,61,1,Среднее специальное,Не состоял в браке,0,0,1,1,Хабаровский край,Хабаровский край,1,0,от 10000 до 20000 руб.,15000.0,1,0
2721,0,32,1,Высшее,Не состоял в браке,1,1,1,0,Ставропольский край,Ставропольский край,1,0,от 10000 до 20000 руб.,10000.0,1,1
2722,0,48,1,Среднее специальное,Не состоял в браке,0,0,1,0,Ульяновская область,Ульяновская область,1,0,от 20000 до 50000 руб.,15000.0,1,1
2723,0,22,1,Среднее,Не состоял в браке,0,0,1,0,Ульяновская область,Ульяновская область,1,0,от 10000 до 20000 руб.,11000.0,1,0
2724,0,34,1,Среднее специальное,Состою в браке,1,0,1,0,Красноярский край,Красноярский край,0,0,от 20000 до 50000 руб.,10000.0,1,0
2725,0,62,0,Среднее специальное,Состою в браке,1,0,1,1,Ульяновская область,Ульяновская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
2726,0,53,0,Среднее специальное,Состою в браке,2,0,1,0,Карелия,Карелия,0,0,от 20000 до 50000 руб.,250000.0,1,0
2727,0,45,0,Среднее специальное,Состою в браке,2,1,1,0,Омская область,Омская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
2728,1,29,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,15000.0,1,0
2729,0,53,1,Высшее,Состою в браке,0,0,1,0,Псковская область,Псковская область,1,0,от 20000 до 50000 руб.,16000.0,1,0
2730,1,43,1,Среднее специальное,Разведен(а),1,1,1,0,Астраханская область,Астраханская область,0,0,от 5000 до 10000 руб.,8000.0,1,0
2731,1,39,1,Среднее специальное,Разведен(а),1,1,1,0,Алтайский край,Алтайский край,0,0,от 5000 до 10000 руб.,7000.0,1,0
2732,0,25,0,Среднее специальное,Не состоял в браке,0,0,1,0,Московская область,Московская область,0,0,от 20000 до 50000 руб.,20000.0,1,1
2733,0,63,1,Среднее,Состою в браке,4,0,0,1,Иркутская область,Иркутская область,1,0,от 10000 до 20000 руб.,5000.0,1,0
2734,0,37,1,Среднее,Не состоял в браке,2,1,1,0,Самарская область,Самарская область,1,0,от 10000 до 20000 руб.,9000.0,1,0
2735,0,55,0,Среднее,Разведен(а),4,0,1,0,Мурманская область,Мурманская область,0,1,от 20000 до 50000 руб.,23000.0,1,0
2736,0,45,0,Среднее специальное,Состою в браке,1,1,1,0,Татарстан,Татарстан,0,1,от 5000 до 10000 руб.,8500.0,1,1
2737,1,41,1,Среднее специальное,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,11000.0,1,0
2738,0,44,1,Среднее,Состою в браке,0,0,1,0,Удмуртия,Удмуртия,1,0,от 20000 до 50000 руб.,15000.0,1,0
2739,0,32,1,Высшее,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,0,1,от 20000 до 50000 руб.,17000.0,1,0
2740,0,47,1,Среднее специальное,Состою в браке,1,1,1,0,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,16000.0,1,0
2741,0,51,0,Среднее,Состою в браке,1,1,1,0,Астраханская область,Астраханская область,0,0,от 20000 до 50000 руб.,10000.0,2,2
2742,1,28,0,Среднее специальное,Состою в браке,0,0,1,0,Ленинградская область,Ленинградская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
2743,0,40,0,Среднее специальное,Состою в браке,1,1,1,0,Алтайский край,Алтайский край,1,0,от 10000 до 20000 руб.,10000.0,1,0
2744,0,33,1,Среднее специальное,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,0,0,от 20000 до 50000 руб.,8000.0,1,0
2745,0,49,1,Среднее специальное,Состою в браке,2,0,1,0,Мордовская республика,Мордовская республика,0,0,от 10000 до 20000 руб.,10000.0,1,0
2746,0,52,1,Высшее,Не состоял в браке,0,0,1,0,Адыгея,Адыгея,1,0,от 10000 до 20000 руб.,15500.0,1,0
2747,0,44,1,Среднее специальное,Состою в браке,1,2,1,0,Тульская область,Тульская область,1,0,от 10000 до 20000 руб.,7000.0,1,0
2748,0,56,1,Среднее специальное,Не состоял в браке,2,0,1,1,Иркутская область,Иркутская область,0,0,от 10000 до 20000 руб.,12000.0,1,1
2749,0,29,1,Высшее,Состою в браке,2,2,1,0,Ямало-Ненецкий АО,Ямало-Ненецкий АО,1,1,свыше 50000 руб.,35000.0,1,1
2750,0,53,1,Среднее,Вдовец/Вдова,2,0,1,0,Алтайский край,Алтайский край,1,0,от 5000 до 10000 руб.,10000.0,1,0
2751,1,33,0,Среднее специальное,Состою в браке,1,1,1,0,Коми,Коми,0,0,от 20000 до 50000 руб.,30000.0,1,1
2752,0,29,0,Среднее специальное,Состою в браке,1,2,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,12000.0,1,0
2753,0,38,0,Высшее,Состою в браке,2,2,1,0,Воронежская область,Воронежская область,1,0,от 20000 до 50000 руб.,13000.0,1,0
2754,0,40,1,Среднее,Состою в браке,0,0,1,0,Ставропольский край,Ставропольский край,0,0,от 10000 до 20000 руб.,12000.0,1,0
2755,0,38,1,Среднее специальное,Состою в браке,2,2,1,0,Якутия,Якутия,1,0,свыше 50000 руб.,18000.0,1,1
2756,1,32,0,Среднее,Состою в браке,0,0,1,0,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,17000.0,2,2
2757,0,61,1,Среднее специальное,Вдовец/Вдова,0,0,0,1,Липецкая область,Липецкая область,0,0,от 10000 до 20000 руб.,5600.0,1,0
2758,0,39,0,Среднее специальное,Состою в браке,0,0,1,0,Калужская область,Калужская область,0,1,от 20000 до 50000 руб.,16000.0,1,0
2759,0,35,1,Среднее,Не состоял в браке,2,2,1,0,Самарская область,Самарская область,0,0,от 5000 до 10000 руб.,10000.0,1,0
2760,0,45,0,Среднее,Состою в браке,3,0,1,0,Челябинская область,Челябинская область,1,1,от 10000 до 20000 руб.,6000.0,1,0
2761,0,46,1,Среднее,Состою в браке,1,1,1,0,Белгородская область,Белгородская область,0,0,от 10000 до 20000 руб.,9000.0,1,0
2762,1,48,0,Среднее специальное,Состою в браке,0,0,1,0,Томская область,Томская область,0,0,от 10000 до 20000 руб.,13000.0,1,0
2763,1,51,0,Неполное среднее,Состою в браке,1,0,0,1,Костромская область,Костромская область,0,0,от 5000 до 10000 руб.,4000.0,1,1
2764,0,40,1,Среднее специальное,Состою в браке,1,0,1,0,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,21000.0,1,0
2765,0,27,0,Среднее специальное,Состою в браке,1,1,1,0,Оренбургская область,Оренбургская область,0,0,от 10000 до 20000 руб.,13000.0,1,0
2766,0,28,1,Среднее специальное,Состою в браке,1,1,1,0,Карачаево-Черкесия,Карачаево-Черкесия,0,0,от 20000 до 50000 руб.,9000.0,1,0
2767,0,61,0,Среднее специальное,Состою в браке,0,0,1,1,Хабаровский край,Хабаровский край,0,0,свыше 50000 руб.,50000.0,1,0
2768,0,36,1,Высшее,Состою в браке,2,2,1,0,Пермская область,Пермская область,1,0,от 20000 до 50000 руб.,17000.0,1,0
2769,0,55,1,Среднее специальное,Состою в браке,3,0,1,0,Омская область,Омская область,0,0,от 20000 до 50000 руб.,16000.0,1,0
2770,0,61,1,Среднее,Состою в браке,2,0,0,1,Ростовская область,Ростовская область,1,0,от 10000 до 20000 руб.,5000.0,1,0
2771,0,46,0,Высшее,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,0,0,от 20000 до 50000 руб.,15000.0,1,1
2772,0,34,0,Высшее,Состою в браке,2,2,1,0,Мурманская область,Мурманская область,0,0,от 20000 до 50000 руб.,12000.0,1,1
2773,0,50,0,Среднее специальное,Разведен(а),2,0,1,0,Приморский край,Приморский край,1,0,свыше 50000 руб.,30000.0,1,0
2774,0,59,0,Среднее,Состою в браке,2,0,1,0,Мурманская область,Мурманская область,1,0,от 20000 до 50000 руб.,20000.0,1,0
2775,0,26,1,Высшее,Не состоял в браке,0,0,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,15000.0,1,0
2776,0,50,1,Среднее,Состою в браке,4,1,1,0,Челябинская область,Челябинская область,0,0,от 5000 до 10000 руб.,4300.0,1,0
2777,0,27,1,Высшее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,18000.0,1,1
2778,0,57,1,Среднее,Состою в браке,1,0,1,1,Челябинская область,Челябинская область,1,0,от 5000 до 10000 руб.,6000.0,2,1
2779,1,44,1,Среднее специальное,Состою в браке,0,0,1,0,Пермская область,Пермская область,1,0,от 10000 до 20000 руб.,7900.0,1,0
2780,0,38,1,Высшее,Состою в браке,2,2,1,0,Волгоградская область,Волгоградская область,0,0,от 20000 до 50000 руб.,7000.0,2,2
2781,0,53,0,Среднее специальное,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,1,1,от 20000 до 50000 руб.,13000.0,1,0
2782,0,55,1,Среднее,Вдовец/Вдова,2,0,1,0,Бурятия,Бурятия,1,0,от 10000 до 20000 руб.,12000.0,1,0
2783,0,22,0,Неполное среднее,Не состоял в браке,0,0,1,0,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,11000.0,1,0
2784,0,52,1,Среднее специальное,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,0,0,от 20000 до 50000 руб.,25000.0,2,1
2785,0,49,0,Среднее специальное,Состою в браке,2,2,1,0,Тульская область,Тульская область,1,1,от 20000 до 50000 руб.,16000.0,2,1
2786,0,53,1,Среднее специальное,Состою в браке,2,0,1,0,Омская область,Омская область,1,0,от 20000 до 50000 руб.,15000.0,2,1
2787,0,30,1,Среднее,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,13500.0,1,0
2788,0,64,0,Высшее,Состою в браке,2,0,1,1,Челябинская область,Челябинская область,1,1,от 20000 до 50000 руб.,27000.0,1,0
2789,0,44,1,Высшее,Не состоял в браке,0,0,1,0,Псковская область,Псковская область,0,0,от 10000 до 20000 руб.,11000.0,1,1
2790,1,22,0,Среднее,Не состоял в браке,0,0,1,0,Кировская область,Кировская область,0,0,от 10000 до 20000 руб.,15000.0,2,2
2791,0,44,1,Неоконченное высшее,Разведен(а),0,0,1,0,Омская область,Омская область,0,0,от 5000 до 10000 руб.,8000.0,1,0
2792,0,49,1,Среднее специальное,Состою в браке,1,0,1,0,Мурманская область,Мурманская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
2793,0,37,0,Среднее специальное,Состою в браке,2,1,1,0,Ростовская область,Ростовская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
2794,0,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,Рязанская область,Рязанская область,0,1,от 20000 до 50000 руб.,16000.0,1,0
2795,0,43,1,Высшее,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,10000.0,1,0
2796,0,22,1,Среднее специальное,Не состоял в браке,0,0,1,0,Курганская область,Курганская область,0,0,от 5000 до 10000 руб.,6500.0,1,0
2797,0,42,0,Среднее специальное,Состою в браке,2,1,1,0,Челябинская область,Челябинская область,1,0,от 10000 до 20000 руб.,13000.0,1,0
2798,0,51,1,Высшее,Не состоял в браке,2,0,1,1,Ростовская область,Ростовская область,0,0,от 10000 до 20000 руб.,16000.0,1,0
2799,0,66,0,Среднее специальное,Вдовец/Вдова,2,0,1,1,Карелия,Карелия,0,0,от 10000 до 20000 руб.,10000.0,1,0
2800,0,58,1,Среднее специальное,Не состоял в браке,0,0,1,1,Амурская область,Амурская область,0,0,от 10000 до 20000 руб.,13000.0,1,0
2801,0,56,1,Среднее,Состою в браке,2,0,0,1,Курская область,Курская область,0,0,от 10000 до 20000 руб.,6500.0,1,0
2802,0,47,1,Высшее,Состою в браке,0,0,1,0,Хабаровский край,Хабаровский край,0,0,от 20000 до 50000 руб.,25000.0,1,1
2803,0,66,1,Среднее специальное,Не состоял в браке,0,0,1,0,Московская область,Московская область,0,0,от 20000 до 50000 руб.,35000.0,1,0
2804,0,65,1,Среднее специальное,Вдовец/Вдова,0,0,1,0,Хабаровский край,Хабаровский край,0,0,от 5000 до 10000 руб.,9000.0,1,0
2805,0,39,1,Среднее специальное,Состою в браке,1,0,1,0,Приморский край,Приморский край,1,0,свыше 50000 руб.,40000.0,1,0
2806,0,56,1,Среднее,Не состоял в браке,2,0,1,0,Нижегородская область,Нижегородская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
2807,0,32,1,Среднее специальное,Разведен(а),1,1,1,0,Курганская область,Курганская область,0,0,от 10000 до 20000 руб.,9000.0,1,0
2808,0,28,0,Среднее,Не состоял в браке,0,0,1,0,Ростовская область,Московская область,1,0,от 20000 до 50000 руб.,20000.0,1,0
2809,0,54,0,Среднее специальное,Состою в браке,0,0,1,0,Челябинская область,Челябинская область,1,0,от 10000 до 20000 руб.,11000.0,1,0
2810,0,27,1,Высшее,Гражданский брак,0,0,1,0,Красноярский край,Красноярский край,0,0,свыше 50000 руб.,30000.0,1,1
2811,1,38,1,Среднее,Состою в браке,1,0,1,0,Московская область,Московская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
2812,0,33,0,Среднее специальное,Состою в браке,2,2,1,0,Астраханская область,Астраханская область,0,0,от 10000 до 20000 руб.,15000.0,1,0
2813,0,62,1,Среднее специальное,Состою в браке,1,0,1,1,Воронежская область,Воронежская область,0,0,от 20000 до 50000 руб.,11000.0,1,0
2814,0,56,0,Среднее,Состою в браке,0,0,1,0,Волгоградская область,Волгоградская область,0,1,от 5000 до 10000 руб.,4300.0,1,1
2815,0,53,1,Среднее,Состою в браке,3,0,0,1,Оренбургская область,Оренбургская область,0,0,от 10000 до 20000 руб.,4500.0,1,1
2816,1,32,0,Неполное среднее,Не состоял в браке,0,0,1,0,Ростовская область,Ростовская область,0,0,от 5000 до 10000 руб.,8000.0,1,0
2817,0,58,1,Высшее,Состою в браке,1,0,1,1,Липецкая область,Липецкая область,0,0,от 20000 до 50000 руб.,15000.0,1,0
2818,0,24,0,Среднее специальное,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,0,0,от 5000 до 10000 руб.,4000.0,1,0
2819,0,50,1,Среднее,Не состоял в браке,1,1,1,0,Татарстан,Татарстан,1,0,от 10000 до 20000 руб.,16000.0,1,0
2820,1,26,1,Среднее специальное,Состою в браке,1,1,1,0,Сахалинская область,Сахалинская область,0,0,от 10000 до 20000 руб.,9100.0,1,1
2821,0,27,1,Среднее,Состою в браке,1,1,1,0,Якутия,Якутия,0,0,от 20000 до 50000 руб.,10500.0,1,1
2822,0,29,0,Среднее специальное,Не состоял в браке,0,0,1,0,Камчатская область,Камчатская область,0,0,от 20000 до 50000 руб.,18000.0,1,1
2823,0,46,1,Среднее специальное,Вдовец/Вдова,1,1,1,0,Архангельская область,Архангельская область,0,0,от 20000 до 50000 руб.,10000.0,1,0
2824,0,45,1,Высшее,Разведен(а),2,2,1,0,Тюменская область,Тюменская область,1,0,от 10000 до 20000 руб.,7000.0,1,0
2825,0,32,1,Высшее,Разведен(а),1,1,1,0,Еврейская АО,Еврейская АО,0,0,от 20000 до 50000 руб.,25000.0,1,0
2826,0,46,0,Среднее специальное,Состою в браке,0,0,1,0,Горный Алтай,Горный Алтай,1,0,от 10000 до 20000 руб.,8000.0,1,0
2827,0,30,0,Высшее,Не состоял в браке,0,0,1,0,Хабаровский край,Хабаровский край,0,0,от 20000 до 50000 руб.,25000.0,1,1
2828,1,39,1,Среднее специальное,Не состоял в браке,0,0,1,0,Якутия,Якутия,0,0,от 20000 до 50000 руб.,15000.0,1,0
2829,0,34,0,Среднее специальное,Разведен(а),2,2,1,0,Коми,Коми,0,0,от 10000 до 20000 руб.,25000.0,1,0
2830,0,29,0,Среднее специальное,Состою в браке,1,1,1,0,Свердловская область,Свердловская область,1,0,от 20000 до 50000 руб.,20000.0,1,1
2831,0,62,1,Среднее специальное,Разведен(а),4,0,1,1,Читинская область,Читинская область,1,0,от 10000 до 20000 руб.,14000.0,2,1
2832,0,56,1,Среднее специальное,Не состоял в браке,1,1,1,1,Новгородская область,Новгородская область,1,0,от 20000 до 50000 руб.,20000.0,1,0
2833,0,40,0,Среднее,Состою в браке,1,1,1,0,Амурская область,Амурская область,1,1,от 20000 до 50000 руб.,25000.0,1,0
2834,0,50,1,Среднее специальное,Состою в браке,2,0,1,0,Татарстан,Татарстан,1,0,от 20000 до 50000 руб.,6000.0,1,0
2835,1,61,1,Среднее,Не состоял в браке,3,0,0,1,Пермская область,Пермская область,1,0,от 10000 до 20000 руб.,4500.0,2,0
2836,0,58,1,Среднее специальное,Состою в браке,0,0,0,1,Приморский край,Приморский край,1,0,от 10000 до 20000 руб.,7000.0,1,0
2837,1,39,1,Среднее специальное,Разведен(а),1,1,1,0,Омская область,Омская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
2838,1,56,1,Высшее,Состою в браке,2,0,1,0,Красноярский край,Красноярский край,0,0,от 20000 до 50000 руб.,30000.0,2,0
2839,0,23,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,12000.0,1,0
2840,0,61,1,Среднее,Не состоял в браке,2,0,0,1,Ростовская область,Ростовская область,1,0,от 5000 до 10000 руб.,9000.0,1,1
2841,1,58,0,Высшее,Состою в браке,2,0,1,0,Тюменская область,Тюменская область,0,0,от 20000 до 50000 руб.,30000.0,1,0
2842,0,40,0,Среднее специальное,Состою в браке,2,2,1,0,Алтайский край,Алтайский край,1,1,от 10000 до 20000 руб.,15000.0,1,0
2843,0,36,1,Среднее,Не состоял в браке,1,1,1,0,Коми,Коми,0,0,от 10000 до 20000 руб.,12500.0,1,0
2844,0,32,0,Среднее,Состою в браке,1,1,1,0,Курганская область,Курганская область,0,0,от 20000 до 50000 руб.,25000.0,1,1
2845,1,30,0,Среднее специальное,Состою в браке,0,0,1,0,Самарская область,Самарская область,1,0,от 10000 до 20000 руб.,7500.0,1,0
2846,0,30,1,Среднее,Состою в браке,2,2,1,0,Мордовская республика,Мордовская республика,0,0,от 10000 до 20000 руб.,6000.0,1,0
2847,0,62,1,Высшее,Состою в браке,2,0,0,1,Самарская область,Самарская область,0,0,от 20000 до 50000 руб.,8000.0,1,0
2848,0,25,0,Среднее специальное,Состою в браке,0,0,1,0,Ярославская область,Ярославская область,0,0,от 20000 до 50000 руб.,14000.0,1,0
2849,0,24,0,Высшее,Не состоял в браке,0,0,1,0,Смоленская область,Смоленская область,1,0,от 5000 до 10000 руб.,13000.0,1,0
2850,1,54,1,Среднее специальное,Разведен(а),0,0,0,1,Оренбургская область,Оренбургская область,0,0,от 5000 до 10000 руб.,7500.0,1,1
2851,0,63,1,Высшее,Не состоял в браке,0,0,1,0,Мурманская область,Мурманская область,0,0,от 10000 до 20000 руб.,12000.0,1,0
2852,0,35,0,Высшее,Состою в браке,1,1,1,0,Краснодарский край,Краснодарский край,0,1,от 20000 до 50000 руб.,26000.0,1,0
2853,0,35,1,Среднее специальное,Состою в браке,1,1,1,0,Хакасия,Хакасия,0,0,от 20000 до 50000 руб.,12000.0,2,0
2854,0,37,0,Среднее специальное,Не состоял в браке,0,0,1,0,Воронежская область,Воронежская область,0,0,от 10000 до 20000 руб.,8000.0,2,2
2855,0,33,1,Высшее,Состою в браке,1,1,1,0,Архангельская область,Архангельская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
2856,0,43,1,Высшее,Не состоял в браке,1,1,1,0,Бурятия,Бурятия,1,0,от 20000 до 50000 руб.,30000.0,1,0
2857,0,39,1,Высшее,Состою в браке,2,2,1,0,Ярославская область,Ярославская область,0,0,от 10000 до 20000 руб.,11000.0,1,0
2858,0,57,0,Среднее,Состою в браке,0,0,1,1,Сахалинская область,Сахалинская область,0,1,от 20000 до 50000 руб.,30000.0,1,0
2859,0,26,0,Среднее специальное,Состою в браке,1,1,1,0,Саратовская область,Саратовская область,0,0,от 10000 до 20000 руб.,6000.0,2,1
2860,0,26,0,Среднее специальное,Не состоял в браке,0,0,1,0,Ульяновская область,Ульяновская область,0,0,от 5000 до 10000 руб.,8000.0,1,0
2861,0,37,0,Среднее специальное,Состою в браке,2,2,1,0,Ямало-Ненецкий АО,Ямало-Ненецкий АО,1,1,от 20000 до 50000 руб.,35000.0,1,1
2862,0,33,0,Среднее,Состою в браке,2,2,1,0,Брянская область,Брянская область,0,0,от 10000 до 20000 руб.,10000.0,2,0
2863,0,36,1,Неполное среднее,Состою в браке,3,3,0,1,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,9100.0,1,0
2864,1,32,0,Среднее специальное,Состою в браке,2,2,1,0,Ростовская область,Ростовская область,0,0,от 10000 до 20000 руб.,9000.0,1,0
2865,0,30,1,Высшее,Не состоял в браке,0,0,1,0,Пермская область,Пермская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
2866,0,34,0,Среднее специальное,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,13000.0,2,0
2867,0,26,0,Высшее,Состою в браке,1,1,1,0,Бурятия,Бурятия,0,0,от 20000 до 50000 руб.,22000.0,1,0
2868,0,35,1,Среднее специальное,Состою в браке,3,3,1,0,Ивановская область,Ивановская область,0,0,от 10000 до 20000 руб.,13000.0,1,0
2869,0,30,0,Среднее специальное,Состою в браке,1,1,1,0,Бурятия,Бурятия,0,0,от 20000 до 50000 руб.,27000.0,2,2
2870,0,50,0,Среднее специальное,Состою в браке,1,1,1,0,Нижегородская область,Нижегородская область,1,0,от 20000 до 50000 руб.,20000.0,2,1
2871,0,29,1,Среднее специальное,Разведен(а),2,2,1,0,Владимирская область,Владимирская область,0,0,от 20000 до 50000 руб.,8000.0,1,0
2872,0,60,1,Среднее,Вдовец/Вдова,4,0,0,1,Рязанская область,Рязанская область,0,0,от 10000 до 20000 руб.,4000.0,1,0
2873,0,62,1,Среднее специальное,Вдовец/Вдова,2,0,0,1,Оренбургская область,Оренбургская область,0,0,от 10000 до 20000 руб.,6200.0,1,0
2874,0,56,1,Среднее специальное,Не состоял в браке,2,0,1,0,Свердловская область,Свердловская область,1,0,от 10000 до 20000 руб.,15000.0,2,1
2875,0,40,1,Неоконченное высшее,Не состоял в браке,2,2,1,0,Якутия,Якутия,0,0,от 10000 до 20000 руб.,10000.0,2,2
2876,0,50,0,Среднее специальное,Состою в браке,1,0,1,0,Красноярский край,Красноярский край,1,1,от 20000 до 50000 руб.,20000.0,1,0
2877,0,36,1,Неполное среднее,Не состоял в браке,3,3,1,0,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,17000.0,2,1
2878,0,50,0,Неполное среднее,Гражданский брак,0,0,1,0,Красноярский край,Красноярский край,1,0,от 10000 до 20000 руб.,15000.0,2,2
2879,0,24,0,Среднее специальное,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,1,1,от 20000 до 50000 руб.,10000.0,2,2
